itemid,code,type,category,label,description
101570,8611 ,PROCEDURE,NA,NA,SKIN & SUBQ BIOPSY       
101571,8621 ,PROCEDURE,NA,NA,EXCISION OF PILONID CYST 
101572,8622 ,PROCEDURE,NA,NA,EXC WOUND DEBRIDEMENT    
101573,8623 ,PROCEDURE,NA,NA,NAIL REMOVAL             
101574,8626 ,PROCEDURE,NA,NA,LIGATION DERMAL APPENDAG 
101575,8627 ,PROCEDURE,NA,NA,"DEBRID NAIL, BED OR NAIL "
101576,8628 ,PROCEDURE,NA,NA,NONEXCISIONAL DEBRIDEMEN 
101577,863  ,PROCEDURE,NA,NA,OTHER LOCAL DESTRUC SKIN 
101578,864  ,PROCEDURE,NA,NA,RADICAL EXCIS SKIN LES   
101579,8651 ,PROCEDURE,NA,NA,REPLANTATION OF SCALP    
101580,8659 ,PROCEDURE,NA,NA,SKIN SUTURE NEC          
101581,8661 ,PROCEDURE,NA,NA,FULL-THICK HAND SKIN GRF 
101582,8662 ,PROCEDURE,NA,NA,HAND SKIN GRAFT NEC      
101583,8663 ,PROCEDURE,NA,NA,FULL-THICK SKIN GRFT NEC 
101584,8665 ,PROCEDURE,NA,NA,HETEROGRAFT TO SKIN      
101585,8667 ,PROCEDURE,NA,NA,DERMAL REGENERATIVE GRFT 
101586,8669 ,PROCEDURE,NA,NA,FREE SKIN GRAFT NEC      
80001,NA,MICROBIOLOGY,ORGANISM,NA,NA
80002,0001,MICROBIOLOGY,ORGANISM,ESCHERICHIA COLI,NA
80003,0003,MICROBIOLOGY,ORGANISM,GRAM NEGATIVE COCCI,NA
80004,0004,MICROBIOLOGY,ORGANISM,KLEBSIELLA PNEUMONIAE,NA
80005,0007,MICROBIOLOGY,ORGANISM,KLEBSIELLA OXYTOCA,NA
80006,0008,MICROBIOLOGY,ORGANISM,KLEBSIELLA OZAENAE,NA
80007,0010,MICROBIOLOGY,ORGANISM,ENTEROBACTER AEROGENES,NA
80008,0011,MICROBIOLOGY,ORGANISM,ENTEROBACTER CLOACAE,NA
80009,0012,MICROBIOLOGY,ORGANISM,HAFNIA ALVEI,NA
80010,0013,MICROBIOLOGY,ORGANISM,ENTEROBACTER AGGLOMERANS,NA
80011,0014,MICROBIOLOGY,ORGANISM,ENTEROBACTER GERGOVIAE,NA
80012,0015,MICROBIOLOGY,ORGANISM,ENTEROBACTER SAKAZAKII,NA
80013,0016,MICROBIOLOGY,ORGANISM,SERRATIA LIQUEFACIENS,NA
80014,0017,MICROBIOLOGY,ORGANISM,SERRATIA MARCESCENS,NA
80015,0018,MICROBIOLOGY,ORGANISM,SERRATIA RUBIDAEA,NA
80016,0019,MICROBIOLOGY,ORGANISM,PROTEUS VULGARIS,NA
80017,0020,MICROBIOLOGY,ORGANISM,PROTEUS MIRABILIS,NA
80018,0021,MICROBIOLOGY,ORGANISM,MORGANELLA MORGANII,NA
80019,0023,MICROBIOLOGY,ORGANISM,PROVIDENCIA STUARTII,NA
80020,0025,MICROBIOLOGY,ORGANISM,PROVIDENCIA RETTGERI,NA
80021,0031,MICROBIOLOGY,ORGANISM,SHIGELLA FLEXNERI,NA
80022,0037,MICROBIOLOGY,ORGANISM,SALMONELLA ENTERITIDIS,NA
80023,0040,MICROBIOLOGY,ORGANISM,STAPH AUREUS COAG +,NA
80024,0041,MICROBIOLOGY,ORGANISM,STAPHYLOCOCCUS EPIDERMIDIS,NA
80025,0044,MICROBIOLOGY,ORGANISM,CITROBACTER AMALONATICUS,NA
80026,0045,MICROBIOLOGY,ORGANISM,PSEUDOMONAS AERUGINOSA,NA
80027,0047,MICROBIOLOGY,ORGANISM,PSEUDOMONAS PUTIDA ,NA
80028,0048,MICROBIOLOGY,ORGANISM,BURKHOLDERIA (PSEUDOMONAS) CEPACIA,NA
80029,0058,MICROBIOLOGY,ORGANISM,PSEUDOMONAS SPECIES,NA
80030,0059,MICROBIOLOGY,ORGANISM,BORDETELLA BRONCHISEPTICA,NA
80031,0061,MICROBIOLOGY,ORGANISM,MORAXELLA SPECIES,NA
80032,0062,MICROBIOLOGY,ORGANISM,AEROMONAS HYDROPHILA,NA
80033,0067,MICROBIOLOGY,ORGANISM,VIBRIO SPECIES,NA
80034,0068,MICROBIOLOGY,ORGANISM,PASTEURELLA MULTOCIDA,NA
80035,0075,MICROBIOLOGY,ORGANISM,EIKENELLA CORRODENS,NA
80036,0084,MICROBIOLOGY,ORGANISM,ANAEROBIC GRAM NEGATIVE ROD(S),NA
80037,0088,MICROBIOLOGY,ORGANISM,GRAM VARIABLE RODS,NA
80038,0108,MICROBIOLOGY,ORGANISM,CLOSTRIDIUM PERFRINGENS,NA
80039,0109,MICROBIOLOGY,ORGANISM,CLOSTRIDIUM SPECIES,NA
80040,0110,MICROBIOLOGY,ORGANISM,NEISSERIA GONORRHOEAE,NA
80041,0111,MICROBIOLOGY,ORGANISM,NEISSERIA MENINGITIDIS,NA
80042,0112,MICROBIOLOGY,ORGANISM,NEISSERIA SPECIES,NA
80043,0115,MICROBIOLOGY,ORGANISM,HAEMOPHILUS PARAINFLUENZAE,NA
80044,0116,MICROBIOLOGY,ORGANISM,HAEMOPHILUS SP,NA
80045,0119,MICROBIOLOGY,ORGANISM,BETA STREPTOCOCCUS GROUP B,NA
80046,0120,MICROBIOLOGY,ORGANISM,BETA STREPTOCOCCUS GROUP C,NA
80047,0122,MICROBIOLOGY,ORGANISM,BETA STREPTOCOCCUS GROUP G,NA
80048,0123,MICROBIOLOGY,ORGANISM,BETA STREPTOCOCCUS,NA
80049,0125,MICROBIOLOGY,ORGANISM,STREPTOCOCCUS MITIS,NA
80050,0126,MICROBIOLOGY,ORGANISM,STREPTOCOCCUS BOVIS ,NA
80051,0127,MICROBIOLOGY,ORGANISM,STREPTOCOCCUS SANGUIS,NA
80052,0128,MICROBIOLOGY,ORGANISM,ALPHA STREPTOCOCCI,NA
80053,0129,MICROBIOLOGY,ORGANISM,ENTEROCOCCUS SP.,NA
80054,0130,MICROBIOLOGY,ORGANISM,BETA STREPTOCOCCUS GROUP A,NA
80055,0132,MICROBIOLOGY,ORGANISM,GRAM POSITIVE COCCUS(COCCI),NA
80056,0133,MICROBIOLOGY,ORGANISM,GRAM POSITIVE RODS,NA
80057,0135,MICROBIOLOGY,ORGANISM,GRAM NEGATIVE DIPLOCOCCI,NA
80058,0139,MICROBIOLOGY,ORGANISM,GRAM NEGATIVE ROD(S),NA
80059,0140,MICROBIOLOGY,ORGANISM,CANDIDA SPECIES,NA
80060,0141,MICROBIOLOGY,ORGANISM,CANDIDA ALBICANS,NA
80061,0144,MICROBIOLOGY,ORGANISM,RHODOTORULA SPECIES,NA
80062,0145,MICROBIOLOGY,ORGANISM,ASPERGILLUS NIGER,NA
80063,0146,MICROBIOLOGY,ORGANISM,ASPERGILLUS SPECIES,NA
80064,0147,MICROBIOLOGY,ORGANISM,PENICILLIUM SPECIES,NA
80065,0148,MICROBIOLOGY,ORGANISM,CRYPTOCOCCUS NEOFORMANS,NA
80066,0150,MICROBIOLOGY,ORGANISM,ASPERGILLUS FUMIGATUS,NA
80067,0151,MICROBIOLOGY,ORGANISM,NOCARDIA ASTEROIDES,NA
80068,0152,MICROBIOLOGY,ORGANISM,NOCARDIA SPECIES,NA
80069,0153,MICROBIOLOGY,ORGANISM,MYCOBACTERIUM TUBERCULOSIS,NA
80070,0154,MICROBIOLOGY,ORGANISM,GRAM NEGATIVE ROD #1,NA
80071,0155,MICROBIOLOGY,ORGANISM,GRAM NEGATIVE ROD #2,NA
80072,0156,MICROBIOLOGY,ORGANISM,GRAM NEGATIVE ROD #3,NA
80073,0157,MICROBIOLOGY,ORGANISM,GRAM NEGATIVE ROD #4,NA
80074,0163,MICROBIOLOGY,ORGANISM,ANAEROBIC GRAM NEGATIVE ROD #2,NA
80075,0173,MICROBIOLOGY,ORGANISM,YEAST,NA
80076,0174,MICROBIOLOGY,ORGANISM,STREPTOCOCCUS PNEUMONIAE,NA
80077,0176,MICROBIOLOGY,ORGANISM,CRYPTOCOCCUS SPECIES,NA
80078,0177,MICROBIOLOGY,ORGANISM,ANAEROBIC GRAM POSITIVE COCCUS(I),NA
80079,0179,MICROBIOLOGY,ORGANISM,ANAEROBIC GRAM POSITIVE ROD(S),NA
80080,0184,MICROBIOLOGY,ORGANISM,BACTERIA,NA
80081,0186,MICROBIOLOGY,ORGANISM,GRAM POSITIVE BACTERIA,NA
80082,0192,MICROBIOLOGY,ORGANISM,BACILLUS SPECIES,NA
80083,0194,MICROBIOLOGY,ORGANISM,COCCIDIOIDES IMMITIS,NA
80084,0199,MICROBIOLOGY,ORGANISM,PROTEUS SPECIES,NA
80085,0200,MICROBIOLOGY,ORGANISM,CORYNEBACTERIUM SPECIES (DIPHTHEROIDS),NA
80086,0202,MICROBIOLOGY,ORGANISM,ACIDFAST BACILLI,NA
80087,0204,MICROBIOLOGY,ORGANISM,STENOTROPHOMONAS (XANTHOMONAS) MALTOPHILIA,NA
80088,0207,MICROBIOLOGY,ORGANISM,LACTOBACILLUS SPECIES,NA
80089,0208,MICROBIOLOGY,ORGANISM,GAMMA(I.E. NON-HEMOLYTIC) STREPTOCOCCUS,NA
80090,0214,MICROBIOLOGY,ORGANISM,SERRATIA SPECIES,NA
80091,0215,MICROBIOLOGY,ORGANISM,LISTERIA MONOCYTOGENES,NA
80092,0218,MICROBIOLOGY,ORGANISM,AEROCOCCUS VIRIDANS,NA
80093,0222,MICROBIOLOGY,ORGANISM,MYCOBACTERIUM GORDONAE,NA
80094,0224,MICROBIOLOGY,ORGANISM,KLEBSIELLA SPECIES,NA
80095,0226,MICROBIOLOGY,ORGANISM,MYCOBACTERIUM FORTUITUM,NA
80096,0228,MICROBIOLOGY,ORGANISM,STREPTOMYCES SPECIES,NA
80097,0229,MICROBIOLOGY,ORGANISM,PROVIDENCIA SPECIES,NA
80098,0239,MICROBIOLOGY,ORGANISM,CITROBACTER SPECIES,NA
80099,0241,MICROBIOLOGY,ORGANISM,CANDIDA PARAPSILOSIS,NA
80100,0242,MICROBIOLOGY,ORGANISM,CANDIDA GUILLIERMONDII,NA
80101,0244,MICROBIOLOGY,ORGANISM,CANDIDA KRUSEI,NA
80102,0264,MICROBIOLOGY,ORGANISM,SACCHAROMYCES CEREVISIAE,NA
80103,0265,MICROBIOLOGY,ORGANISM,SPOROBOLOMYCES SALMONICOLOR,NA
80104,0271,MICROBIOLOGY,ORGANISM,MORAXELLA (BRANHAMELLA) CATARRHALIS,NA
80105,0275,MICROBIOLOGY,ORGANISM,RHIZOPUS SPECIES,NA
80106,0278,MICROBIOLOGY,ORGANISM,CANDIDA TROPICALIS,NA
80107,0279,MICROBIOLOGY,ORGANISM,CAMPYLOBACTER SPECIES,NA
80108,0283,MICROBIOLOGY,ORGANISM,PROPIONIBACTERIUM ACNES,NA
80109,0294,MICROBIOLOGY,ORGANISM,ACTINOMYCES MEYERII,NA
80110,0297,MICROBIOLOGY,ORGANISM,MUCOR SP.,NA
80111,0308,MICROBIOLOGY,ORGANISM,ENTEROCOCCUS AVIUM,NA
80112,0313,MICROBIOLOGY,ORGANISM,BACTEROIDES FRAGILIS GROUP,NA
80113,0316,MICROBIOLOGY,ORGANISM,ENTEROBACTER SPECIES,NA
101587,8670 ,PROCEDURE,NA,NA,PEDICLE GRAFT/FLAP NOS   
101588,8671 ,PROCEDURE,NA,NA,CUT & PREP PEDICLE GRAFT 
101589,8672 ,PROCEDURE,NA,NA,ADVANCEMENT PEDICL GRAFT 
101590,8673 ,PROCEDURE,NA,NA,ATTACH PEDICLE TO HAND   
101591,8674 ,PROCEDURE,NA,NA,ATTACH PEDICLE GRAFT NEC 
101592,8675 ,PROCEDURE,NA,NA,REVISION OF PEDICLE GRFT 
101593,8682 ,PROCEDURE,NA,NA,FACIAL RHYTIDECTOMY      
101594,8683 ,PROCEDURE,NA,NA,SIZE REDUCT PLASTIC OP   
101595,8684 ,PROCEDURE,NA,NA,RELAXATION OF SCAR       
101596,8686 ,PROCEDURE,NA,NA,ONYCHOPLASTY             
101597,8689 ,PROCEDURE,NA,NA,SKIN REPAIR & PLASTY NEC 
101598,8694 ,PROCEDURE,NA,NA,INSERT OR REPLACE SINGLE 
101599,8695 ,PROCEDURE,NA,NA,INSERT OR REPLACE DUAL A 
101600,8703 ,PROCEDURE,NA,NA,C.A.T. SCAN OF HEAD      
101601,8721 ,PROCEDURE,NA,NA,CONTRAST MYELOGRAM       
101602,8723 ,PROCEDURE,NA,NA,THORACIC SPINE X-RAY NEC 
101603,8741 ,PROCEDURE,NA,NA,C.A.T. SCAN OF THORAX    
101604,8744 ,PROCEDURE,NA,NA,ROUTINE CHEST X-RAY      
101605,8751 ,PROCEDURE,NA,NA,PERC HEPAT CHOLANGIOGRAM 
101606,8753 ,PROCEDURE,NA,NA,INTRAOPER CHOLANGIOGRAM  
101607,8754 ,PROCEDURE,NA,NA,CHOLANGIOGRAM NEC        
101608,8759 ,PROCEDURE,NA,NA,BILIARY TRACT X-RAY NEC  
101609,8761 ,PROCEDURE,NA,NA,BARIUM SWALLOW           
101610,8762 ,PROCEDURE,NA,NA,UPPER GI SERIES          
101611,8763 ,PROCEDURE,NA,NA,SMALL BOWEL SERIES       
101612,8764 ,PROCEDURE,NA,NA,LOWER GI SERIES          
101613,8765 ,PROCEDURE,NA,NA,INTESTINAL X-RAY NEC     
101614,8766 ,PROCEDURE,NA,NA,CONTRAST PANCREATOGRAM   
101615,8769 ,PROCEDURE,NA,NA,DIGESTIVE TRACT XRAY NEC 
101616,8772 ,PROCEDURE,NA,NA,NEPHROTOMOGRAM NEC       
101617,8773 ,PROCEDURE,NA,NA,INTRAVENOUS PYELOGRAM    
101618,8774 ,PROCEDURE,NA,NA,RETROGRADE PYELOGRAM     
101619,8775 ,PROCEDURE,NA,NA,PERCUTANEOUS PYELOGRAM   
101620,8776 ,PROCEDURE,NA,NA,RETROGR CYSTOURETHROGRAM 
101621,8777 ,PROCEDURE,NA,NA,CYSTOGRAM NEC            
101622,8778 ,PROCEDURE,NA,NA,ILEAL CONDUITOGRAM       
101623,8779 ,PROCEDURE,NA,NA,URINARY SYSTEM X-RAY NEC 
101624,8801 ,PROCEDURE,NA,NA,C.A.T. SCAN OF ABDOMEN   
101625,8803 ,PROCEDURE,NA,NA,ABDOMINAL WALL SINOGRAM  
101626,8814 ,PROCEDURE,NA,NA,RETROPERITON FISTULOGRAM 
101627,8819 ,PROCEDURE,NA,NA,ABDOMINAL X-RAY NEC      
101628,8826 ,PROCEDURE,NA,NA,SKEL XRAY-PELVIS/HIP NEC 
101629,8827 ,PROCEDURE,NA,NA,SKEL XRAY-THIGH/KNEE/LEG 
101630,8828 ,PROCEDURE,NA,NA,SKEL XRAY-ANKLE & FOOT   
101631,8835 ,PROCEDURE,NA,NA,UP LIMB SFT TIS XRAY NEC 
101632,8838 ,PROCEDURE,NA,NA,OTHER C.A.T. SCAN        
101633,8840 ,PROCEDURE,NA,NA,CONTRAST ARTERIOGRAM NOS 
101634,8841 ,PROCEDURE,NA,NA,CONTR CEREBR ARTERIOGRAM 
101635,8842 ,PROCEDURE,NA,NA,CONTRAST AORTOGRAM       
101636,8843 ,PROCEDURE,NA,NA,CONTR PULMON ARTERIOGRAM 
101637,8844 ,PROCEDURE,NA,NA,CONTR THOR ARTERIOGR NEC 
101638,8845 ,PROCEDURE,NA,NA,CONTRAST RENAL ARTERIOGR 
101639,8847 ,PROCEDURE,NA,NA,CONTR ABD ARTERIOGRM NEC 
101640,8848 ,PROCEDURE,NA,NA,CONTRAST ARTERIOGRAM-LEG 
60894,700 ,HFCA_DRG,NA,NA,OTHER KIDNEY & URINARY TRACT DIAGNOSES W
60895,707 ,HFCA_DRG,NA,NA,MAJOR MALE PELVIC PROCEDURES W CC/MCC   
60896,708 ,HFCA_DRG,NA,NA,MAJOR MALE PELVIC PROCEDURES W/O CC/MCC 
60897,712 ,HFCA_DRG,NA,NA,TESTES PROCEDURES W/O CC/MCC            
60898,713 ,HFCA_DRG,NA,NA,TRANSURETHRAL PROSTATECTOMY W CC/MCC    
60899,714 ,HFCA_DRG,NA,NA,TRANSURETHRAL PROSTATECTOMY W/O CC/MCC  
60900,717 ,HFCA_DRG,NA,NA,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC
60901,718 ,HFCA_DRG,NA,NA,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC
60902,727 ,HFCA_DRG,NA,NA,INFLAMMATION OF THE MALE REPRODUCTIVE SY
60903,728 ,HFCA_DRG,NA,NA,INFLAMMATION OF THE MALE REPRODUCTIVE SY
60904,729 ,HFCA_DRG,NA,NA,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES
60905,736 ,HFCA_DRG,NA,NA,UTERINE & ADNEXA PROC FOR OVARIAN OR ADN
60906,737 ,HFCA_DRG,NA,NA,UTERINE & ADNEXA PROC FOR OVARIAN OR ADN
60907,740 ,HFCA_DRG,NA,NA,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNE"
60908,742 ,HFCA_DRG,NA,NA,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY
60909,746 ,HFCA_DRG,NA,NA,"VAGINA, CERVIX & VULVA PROCEDURES W CC/M"
60910,754 ,HFCA_DRG,NA,NA,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W"
60911,759 ,HFCA_DRG,NA,NA,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W"
60912,761 ,HFCA_DRG,NA,NA,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SY
60913,765 ,HFCA_DRG,NA,NA,CESAREAN SECTION W CC/MCC               
60914,767 ,HFCA_DRG,NA,NA,VAGINAL DELIVERY W STERILIZATION &/OR D&
60915,769 ,HFCA_DRG,NA,NA,POSTPARTUM & POST ABORTION DIAGNOSES W O
60916,770 ,HFCA_DRG,NA,NA,"ABORTION W D&C, ASPIRATION CURETTAGE OR "
60917,774 ,HFCA_DRG,NA,NA,VAGINAL DELIVERY W COMPLICATING DIAGNOSE
60918,776 ,HFCA_DRG,NA,NA,POSTPARTUM & POST ABORTION DIAGNOSES W/O
60919,781 ,HFCA_DRG,NA,NA,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COM
60920,789 ,HFCA_DRG,NA,NA,"NEONATES, DIED OR TRANSFERRED TO ANOTHER"
60921,790 ,HFCA_DRG,NA,NA,EXTREME IMMATURITY OR RESPIRATORY DISTRE
60922,791 ,HFCA_DRG,NA,NA,PREMATURITY W MAJOR PROBLEMS            
60923,792 ,HFCA_DRG,NA,NA,PREMATURITY W/O MAJOR PROBLEMS          
60924,793 ,HFCA_DRG,NA,NA,FULL TERM NEONATE W MAJOR PROBLEMS      
60925,794 ,HFCA_DRG,NA,NA,NEONATE W OTHER SIGNIFICANT PROBLEMS    
60926,795 ,HFCA_DRG,NA,NA,NORMAL NEWBORN                          
60927,799 ,HFCA_DRG,NA,NA,SPLENECTOMY W MCC                       
60928,800 ,HFCA_DRG,NA,NA,SPLENECTOMY W CC                        
60929,801 ,HFCA_DRG,NA,NA,SPLENECTOMY W/O CC/MCC                  
60930,802 ,HFCA_DRG,NA,NA,OTHER O.R. PROC OF THE BLOOD & BLOOD FOR
60931,808 ,HFCA_DRG,NA,NA,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL
60932,809 ,HFCA_DRG,NA,NA,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL
60933,810 ,HFCA_DRG,NA,NA,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL
60934,811 ,HFCA_DRG,NA,NA,RED BLOOD CELL DISORDERS W MCC          
60935,812 ,HFCA_DRG,NA,NA,RED BLOOD CELL DISORDERS W/O MCC        
60936,813 ,HFCA_DRG,NA,NA,COAGULATION DISORDERS                   
60937,814 ,HFCA_DRG,NA,NA,RETICULOENDOTHELIAL & IMMUNITY DISORDERS
60938,815 ,HFCA_DRG,NA,NA,RETICULOENDOTHELIAL & IMMUNITY DISORDERS
60939,816 ,HFCA_DRG,NA,NA,RETICULOENDOTHELIAL & IMMUNITY DISORDERS
60940,820 ,HFCA_DRG,NA,NA,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDU
60941,821 ,HFCA_DRG,NA,NA,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDU
60942,823 ,HFCA_DRG,NA,NA,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.
60943,824 ,HFCA_DRG,NA,NA,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.
60944,826 ,HFCA_DRG,NA,NA,MYELOPROLIF DISORD OR POORLY DIFF NEOPL 
60945,827 ,HFCA_DRG,NA,NA,MYELOPROLIF DISORD OR POORLY DIFF NEOPL 
60946,829 ,HFCA_DRG,NA,NA,MYELOPROLIF DISORD OR POORLY DIFF NEOPL 
60947,834 ,HFCA_DRG,NA,NA,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE 
60948,837 ,HFCA_DRG,NA,NA,CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH 
60949,840 ,HFCA_DRG,NA,NA,LYMPHOMA & NON-ACUTE LEUKEMIA W MCC     
60950,841 ,HFCA_DRG,NA,NA,LYMPHOMA & NON-ACUTE LEUKEMIA W CC      
60951,843 ,HFCA_DRG,NA,NA,OTHER MYELOPROLIF DIS OR POORLY DIFF NEO
60952,844 ,HFCA_DRG,NA,NA,OTHER MYELOPROLIF DIS OR POORLY DIFF NEO
60953,846 ,HFCA_DRG,NA,NA,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECON
60954,853 ,HFCA_DRG,NA,NA,INFECTIOUS & PARASITIC DISEASES W O.R. P
60955,854 ,HFCA_DRG,NA,NA,INFECTIOUS & PARASITIC DISEASES W O.R. P
60956,855 ,HFCA_DRG,NA,NA,INFECTIOUS & PARASITIC DISEASES W O.R. P
60957,856 ,HFCA_DRG,NA,NA,POSTOPERATIVE OR POST-TRAUMATIC INFECTIO
60958,857 ,HFCA_DRG,NA,NA,POSTOPERATIVE OR POST-TRAUMATIC INFECTIO
60959,862 ,HFCA_DRG,NA,NA,POSTOPERATIVE & POST-TRAUMATIC INFECTION
60960,863 ,HFCA_DRG,NA,NA,POSTOPERATIVE & POST-TRAUMATIC INFECTION
60961,864 ,HFCA_DRG,NA,NA,FEVER                                   
60962,864 ,HFCA_DRG,NA,NA,FEVER OF UNKNOWN ORIGIN                 
60963,865 ,HFCA_DRG,NA,NA,VIRAL ILLNESS W MCC                     
60964,867 ,HFCA_DRG,NA,NA,OTHER INFECTIOUS & PARASITIC DISEASES DI
60965,868 ,HFCA_DRG,NA,NA,OTHER INFECTIOUS & PARASITIC DISEASES DI
60966,869 ,HFCA_DRG,NA,NA,OTHER INFECTIOUS & PARASITIC DISEASES DI
60967,870 ,HFCA_DRG,NA,NA,SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOU
60968,870 ,HFCA_DRG,NA,NA,SEPTICEMIA W MV 96+ HOURS               
60969,871 ,HFCA_DRG,NA,NA,SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ H
60970,871 ,HFCA_DRG,NA,NA,SEPTICEMIA W/O MV 96+ HOURS W MCC       
60971,872 ,HFCA_DRG,NA,NA,SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ H
60972,872 ,HFCA_DRG,NA,NA,SEPTICEMIA W/O MV 96+ HOURS W/O MCC     
60973,880 ,HFCA_DRG,NA,NA,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL
60974,883 ,HFCA_DRG,NA,NA,DISORDERS OF PERSONALITY & IMPULSE CONTR
60975,885 ,HFCA_DRG,NA,NA,PSYCHOSES                               
60976,894 ,HFCA_DRG,NA,NA,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT A"
60977,896 ,HFCA_DRG,NA,NA,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REH
60978,897 ,HFCA_DRG,NA,NA,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REH
60979,901 ,HFCA_DRG,NA,NA,WOUND DEBRIDEMENTS FOR INJURIES W MCC   
60980,902 ,HFCA_DRG,NA,NA,WOUND DEBRIDEMENTS FOR INJURIES W CC    
60981,904 ,HFCA_DRG,NA,NA,SKIN GRAFTS FOR INJURIES W CC/MCC       
60982,905 ,HFCA_DRG,NA,NA,SKIN GRAFTS FOR INJURIES W/O CC/MCC     
60983,906 ,HFCA_DRG,NA,NA,HAND PROCEDURES FOR INJURIES            
60984,907 ,HFCA_DRG,NA,NA,OTHER O.R. PROCEDURES FOR INJURIES W MCC
60985,908 ,HFCA_DRG,NA,NA,OTHER O.R. PROCEDURES FOR INJURIES W CC 
60986,913 ,HFCA_DRG,NA,NA,TRAUMATIC INJURY W MCC                  
60987,914 ,HFCA_DRG,NA,NA,TRAUMATIC INJURY W/O MCC                
60988,915 ,HFCA_DRG,NA,NA,ALLERGIC REACTIONS W MCC                
60989,916 ,HFCA_DRG,NA,NA,ALLERGIC REACTIONS W/O MCC              
60990,917 ,HFCA_DRG,NA,NA,POISONING & TOXIC EFFECTS OF DRUGS W MCC
60991,918 ,HFCA_DRG,NA,NA,POISONING & TOXIC EFFECTS OF DRUGS W/O M
60992,919 ,HFCA_DRG,NA,NA,COMPLICATIONS OF TREATMENT W MCC        
101340,7963 ,PROCEDURE,NA,NA,DEBRID OPN FX-METAC/CAR  
101341,7964 ,PROCEDURE,NA,NA,DEBRID OPN FX-FINGER     
101342,7965 ,PROCEDURE,NA,NA,DEBRID OPN FX-FEMUR      
101343,7966 ,PROCEDURE,NA,NA,DEBRID OPN FX-TIBIA/FIB  
101344,7967 ,PROCEDURE,NA,NA,DEBRID OPN FX-METAT/TAR  
101345,7968 ,PROCEDURE,NA,NA,DEBRID OPN FX-TOE        
101346,7969 ,PROCEDURE,NA,NA,OPEN FX SITE DEBRIDE NEC 
101347,7971 ,PROCEDURE,NA,NA,CL REDUC DISLOC-SHOULDER 
101348,7972 ,PROCEDURE,NA,NA,CL REDUC DISLOC-ELBOW    
101349,7973 ,PROCEDURE,NA,NA,CL REDUC DISLOC-WRIST    
101350,7974 ,PROCEDURE,NA,NA,CL REDUC DISLOC-HAND/FNG 
100029,0050 ,PROCEDURE,NA,NA,IMPLNT CARD RESYNC PCEMA 
100030,0051 ,PROCEDURE,NA,NA,IMPLNT CARD RESYNC DEFIB 
100031,0052 ,PROCEDURE,NA,NA,IMPLNT OR REPLACE TRANSV 
100032,0053 ,PROCEDURE,NA,NA,IMPLNT OR REPL CARD RESY 
100033,0054 ,PROCEDURE,NA,NA,IMPLNT OR REPL CARD RESY 
100034,0055 ,PROCEDURE,NA,NA,INSERT DRUG-ELUTING PERI 
100035,0059 ,PROCEDURE,NA,NA,INTRAVASCULAR PRESSURE M 
100036,0061 ,PROCEDURE,NA,NA,PERCUTANEOUS ANGIOPLASTY 
100037,0062 ,PROCEDURE,NA,NA,PERCUTANEOUS ANGIOPLASTY 
100038,0063 ,PROCEDURE,NA,NA,PERCUTANEOUS INSERTION C 
100039,0064 ,PROCEDURE,NA,NA,PERCUTANEOUS INSERTION O 
100040,0065 ,PROCEDURE,NA,NA,PERCUTANEOUS INSERTION I 
100041,0066 ,PROCEDURE,NA,NA,PERCUTANEOUS TRANSLUMINA 
100042,0069 ,PROCEDURE,NA,NA,INTRAVASCULAR PRESSURE M 
100043,0070 ,PROCEDURE,NA,NA,REVISION OF HIP REPLACEM 
100044,0071 ,PROCEDURE,NA,NA,REVISION OF HIP REPLACEM 
100045,0072 ,PROCEDURE,NA,NA,REVISION OF HIP REPLACEM 
100046,0073 ,PROCEDURE,NA,NA,REVISION OF HIP REPLACEM 
100047,0074 ,PROCEDURE,NA,NA,"HIP BEARING SURFACE, MET "
